sentence	question	label
S0: All solutions are composed of a solvent (water or other fluid) and a solute (the dissolved substance). So, water plus other substances makes a(n) solution.	Is S0 true or false?	0
S0: The cells of a plant are organized into dermal, vascular, and ground tissue systems III. So, present-day plants that have a complex vascular tissue system are called vasuluar plants.	Is S0 true or false?	1
S0: The portion one can sense at Earth's surface comes only from the uppermost layer of the outer core. So, the outer core of the earth is molten.	Is S0 true or false?	1
S0: The outer core is made of liquid metal (iron and nickel) and the inner core is solid metal (iron and nickel). So, the outer core is made of liquid metal.	Is S0 true or false?	0
S0: Animal Communication. So, for social animals, communication essential.	Is S0 true or false?	1
S0: While protons and neutrons are each made of three quarks, their component quarks are different. So, there are three quarks in each proton and neutron.	Is S0 true or false?	0
S0: Water will slow down the speed of light and the wavelength will decrease. So, as the temperature of water decreases, the water molecules slow down.	Is S0 true or false?	1
S0: Interstellar dust, interstellar extinction, interstellar gas, nebulae; So, interstellar medium consists of thinly spread gas and dust.	Is S0 true or false?	1
S0: Reptiles are tetrapod vertebrates, creatures that either have four limbs or, like snakes, being descended from four-limbed ancestors. So, birds have four limbs.	Is S0 true or false?	1
S0: Name the general components of the circulatory system. So, a jellyfish does not have a circulatory system.	Is S0 true or false?	1
S0: Successful competition in its sharpest form eliminates its competitor. So, half of the neurons formed in the embryo are eliminated because of competition	Is S0 true or false?	1
S0: Soils that are highly compacted have fewer spaces for air, water, and living things. So, the nitrogen cycle includes air, soil, and living things.	Is S0 true or false?	1
S0: The pupil allows the proper amount of light to enter the inside of the eye. So, the pupil of the eye allows light to enter.	Is S0 true or false?	0
S0: Three basic body styles are available. So, lipids are available to the body from three sources.	Is S0 true or false?	1
S0: Mercury is the closet planet to the sun. So, mercury is closest to our sun.	Is S0 true or false?	0
S0: It is only the carbon-14 isotope that is radioactive. So, carbon 14 isotope of carbon is typically used to date ancient items.	Is S0 true or false?	1
S0: Although lack of calcium can cause osteoporosis, taking extra calcium, by itself, does not treat osteoporosis. So, too little calcium can cause the disease osteoporosis.	Is S0 true or false?	0
S0: Mitosis can generally be divided into four phases, Prophase, Metaphase, Anaphase, and Telophase. So, mitosis actually occurs in four phases.	Is S0 true or false?	0
S0: Nonvascular plants include fungi, algae, lichens, mosses, and liverworts. So, moss is best classified as a nonvascular plant.	Is S0 true or false?	0
S0: Solids are usually crystalline. So, the majority of solids are crystalline in nature.	Is S0 true or false?	0
S0: 10) Ions are atoms that have gained or lost electrons. So, when an atom gains or loses an electron it becames a(n) ion.	Is S0 true or false?	0
S0: planetary waves in the atmosphere and the ocean; So, ocean waves travel(s) at the interface between the sea surface and the atmosphere.	Is S0 true or false?	1
S0: The skin consists of 2 layers, the epidermis (the more external layer) and dermis. So, the skin is made of two layers: epidermis and dermis.	Is S0 true or false?	0
S0: This is called cavitation . So, you call the formation of a water vapor pocket cavitation.	Is S0 true or false?	1
S0: Snakes are carnivorous. So, snakes are carnivorous animals.	Is S0 true or false?	0
S0: Engineers use uranium ceramic pellets to generate nuclear power. So, uranium is an important part of the process that is used to harness nuclear power.	Is S0 true or false?	0
S0: Evaporation : The process that changes water (liquid) into water vapor (gas). So, evaporation is responsible for changing liquid water into water vapor.	Is S0 true or false?	0
S0: 5) Differentiate between the gradualism and punctuated equilibrium models of evolution. So, darwin believed in gradualism.	Is S0 true or false?	1
S0: The lungs are surrounded by a protective lining which consists of two membranes called the pleura. So, the pleura that surrounds the lungs consists of two layers.	Is S0 true or false?	0
S0: The cloning of a mechano-gated membrane ion channel. So, ion channels facilitate(s) the diffusion of ions across a membrane.	Is S0 true or false?	1
S0: The ability for reptiles, birds, and some mammals to reproduce utilizing the amniotic egg. So, mammals have four limbs and produce amniotic eggs.	Is S0 true or false?	0
S0: However, the evidence is controversial and is not widely accepted. So, evidence allows theories to be widely accepted.	Is S0 true or false?	1
S0: core The innermost layer of the Earth, made up of mostly of iron and nickel. So, the innermost layer of the sun is known as the core.	Is S0 true or false?	1
S0: A unique area of protection or a microclimate is created. So, the climate of a small area is called a(n) microclimate.	Is S0 true or false?	1
S0: These drug education units lasted approximately 30 to 45 min over a period of 2 to 4 weeks. So, the fetal period lasts approximately 30 weeks weeks.	Is S0 true or false?	1
S0: Origin of Prokaryotic and Eukaryotic Cells A. So, the main difference between eukaryotic and prokaryotic cells is that eukaryotic cells have a nucleus.	Is S0 true or false?	1
S0: In Tumors of Bone and Soft Tissue . So, bones are made up of tissues.	Is S0 true or false?	1
S0: In general, terms biodiversity indicates variation and abundance of species and their habitat. So, biodiversity is a measurement of the amount of variation of the species in a given area.	Is S0 true or false?	0
S0: The Small Intestine The duodenum is the main site for digestion in the small intestine. So, most of the digestion reactions occur in the small intestine.	Is S0 true or false?	0
S0: Reptiles are tetrapod vertebrates, either having four limbs or, like snakes, being descended from four-limbed ancestors. So, birds have four limbs.	Is S0 true or false?	1
S0: This is a classic example of the type of mixture chemists call a Solution . So, you call a type of mixture that has the same composition throughout a solution.	Is S0 true or false?	1
S0: Solutions are homogenous mixtures of two or more substances. So, solution is the term for a homogeneous mixture of two or more substances.	Is S0 true or false?	0
S0: Carbohydrate and protein have four calories per gram; So, one gram of carbohydrates provides four calories of energy.	Is S0 true or false?	0
S0: Germs cause disease, not lifestyles. So, lifestyle diseases are diseases that are caused by choices that people make in their daily lives.	Is S0 true or false?	1
S0: These chromosomes carry the genes that are composed of the chemical, Deoxyribonucleic Acid (DNA) . So, genes are composed of dna.	Is S0 true or false?	0
